         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         P48728,      28.29,  0.3217335,      15.88,  0.3345732,      14.89,  0.2620246,       1.99,  0.1991528,       1.49,  0.2365733,       2.98,  0.1823432,       0.25,  0.2123960,  0.0771073, -0.2322740,   403
         Q49B96,      47.78,  0.4270164,     100.00,  0.8529360,     100.00,  0.7513211,      33.33,  0.3744512,      22.22,  0.3862866,      66.67,  0.6385378,      67.78,  0.5717581, -0.0298130,  0.0596310,    90
         Q9HBH1,      40.33,  0.3681163,      44.03,  0.4500581,      41.98,  0.4191796,       1.65,  0.1904444,       0.00,  0.1964165,      19.75,  0.2962351,      20.58,  0.3200750,  0.0315039, -0.2180408,   243
         P09110,      45.75,  0.4779196,      35.38,  0.4015177,      14.39,  0.3223719,      12.50,  0.2684039,      11.79,  0.3088096,      16.98,  0.2986582,       6.13,  0.2925514, -0.0768517, -0.2495713,   424
         Q6YFQ2,      32.95,  0.3571307,      47.73,  0.4649687,      30.68,  0.3365237,      31.82,  0.3389808,      14.77,  0.2578289,      40.91,  0.4552620,      20.45,  0.3684491,  0.0427880,  0.0686181,    88
         O43708,      20.83,  0.2812992,      14.35,  0.2988889,       1.39,  0.2371964,       7.87,  0.2020066,       5.09,  0.1982458,      10.65,  0.2174085,       8.33,  0.1996415,  0.1194926, -0.2139281,   216
         P0C7P0,      35.43,  0.3493583,      45.67,  0.4533781,      40.16,  0.4212691,      14.96,  0.2945599,       8.66,  0.3085653,      30.71,  0.3608314,      32.28,  0.3646604,  0.0485771,  0.0096334,   127
         Q9Y2D0,      15.14,  0.2200802,      23.34,  0.3532324,      17.35,  0.2519388,       4.42,  0.2196177,       5.05,  0.2222612,       8.52,  0.2016315,       3.47,  0.2028038,  0.1766890, -0.1361862,   317
         Q9HBH5,      25.00,  0.3173936,      22.92,  0.3646552,      18.45,  0.3198734,       1.19,  0.1602006,       0.60,  0.1643057,      16.07,  0.2678633,       9.23,  0.2657154,  0.0794628, -0.2494519,   336
         Q96AG3,      19.14,  0.2232428,      26.79,  0.3352890,      18.18,  0.2519920,      19.62,  0.1990736,      20.57,  0.2129201,      19.14,  0.2548597,      17.22,  0.2462295,  0.1703598, -0.2587967,   418
         Q9NYQ3,      16.52,  0.2415328,      10.26,  0.2726400,       0.00,  0.2018996,       2.28,  0.1545396,       0.00,  0.1510403,       9.12,  0.1949791,       0.00,  0.1691220,  0.1556571, -0.2580892,   351
         Q8IXI1,      24.11,  0.2915573,      23.14,  0.3445896,      15.37,  0.2994229,       6.80,  0.2062892,       6.31,  0.2199254,       5.66,  0.1978261,       8.90,  0.2599353,  0.1068914, -0.2021081,   618
         Q4G0I0,      53.03,  0.5106952,      55.30,  0.5362933,      52.27,  0.5241235,      44.70,  0.3936242,      44.70,  0.4144714,      56.82,  0.5162015,      50.76,  0.4825683, -0.1125150, -0.0667472,   132
         Q8WWC4,       8.25,  0.1629425,      28.52,  0.3910481,      11.68,  0.2721844,       5.50,  0.1587124,       2.06,  0.1410044,       8.25,  0.2272584,       1.03,  0.1801610,  0.2331309, -0.2110657,   291
         Q9Y5T4,      38.00,  0.3511465,      38.67,  0.4158853,      12.67,  0.3532123,      12.00,  0.3101480,       2.67,  0.2823431,      14.67,  0.3062091,       4.00,  0.2776220,  0.0467426, -0.1091122,   150
         P30044,      15.42,  0.2715861,      19.16,  0.3715945,       0.00,  0.2786095,       2.80,  0.1866201,       0.00,  0.2037236,       7.94,  0.2182875,       0.00,  0.2086353,  0.1259762, -0.2902386,   214
         P60602,      12.66,  0.1997287,      53.16,  0.4717586,       0.00,  0.3408786,      12.66,  0.2115886,       0.00,  0.1062851,      30.38,  0.3967425,       6.33,  0.2310172,  0.1928312, -0.3546843,    79
         Q6PI78,      39.58,  0.4193050,      36.25,  0.4517819,      29.17,  0.3978950,      17.92,  0.2457984,      12.08,  0.2289657,      37.08,  0.4104076,      32.50,  0.3590257, -0.0211324, -0.3020918,   240
         Q9BW92,      20.61,  0.2566263,      17.97,  0.3462459,       6.69,  0.2562656,       6.41,  0.2187984,       3.62,  0.2240108,       7.52,  0.2020534,       2.92,  0.2079558,  0.1428039, -0.1579681,   718
         Q6YP21,       4.85,  0.1480516,      16.08,  0.3087352,       5.29,  0.1979674,       1.54,  0.1391260,       0.00,  0.1245209,       5.73,  0.1694000,       0.00,  0.1483057,  0.2465575, -0.2002536,   454
         Q9NWU1,      24.84,  0.2973853,      19.39,  0.3491300,       4.58,  0.2285596,       1.96,  0.2067434,       0.44,  0.2231805,       5.88,  0.2150270,       0.00,  0.2152445,  0.0989452, -0.2630442,   459
         P54886,      27.17,  0.3290075,      24.03,  0.3509632,      11.07,  0.2846994,       4.15,  0.1956445,       4.28,  0.2279402,       4.65,  0.2269892,       2.52,  0.2217572,  0.0694533, -0.2310247,   795
         Q00059,      40.65,  0.3990169,      66.67,  0.5772446,      53.66,  0.5414302,      11.38,  0.3111573,      15.85,  0.3316345,      25.20,  0.3792186,      34.15,  0.4232837, -0.0000705,  0.0917603,   246
         Q8TAE8,      76.58,  0.7066327,      96.40,  0.8570884,      93.69,  0.7522107,      39.19,  0.4935427,      61.71,  0.5625640,      81.53,  0.7351829,      89.19,  0.6845368, -0.3028610,  0.1049807,   222
         Q2QL34,      14.29,  0.1597855,       9.18,  0.2278609,       0.00,  0.1045460,       4.59,  0.1063944,       0.00,  0.0656267,      11.73,  0.2119607,       2.04,  0.1286047,  0.2293139, -0.2289258,   196
         Q9NU23,      59.09,  0.5873795,      65.91,  0.5510116,      38.64,  0.5084626,      19.32,  0.3375228,       7.95,  0.3441900,      50.00,  0.5313585,      13.64,  0.3919103, -0.1867574,  0.0417537,    88
         Q8TB37,      44.51,  0.4509033,      28.53,  0.3863659,      23.51,  0.3720408,      10.03,  0.2317069,       6.58,  0.2529905,      19.44,  0.3210183,      17.87,  0.3358375, -0.0512167, -0.2650940,   319
         Q9Y291,      32.08,  0.3873767,      64.15,  0.6291396,      58.49,  0.5490251,      28.30,  0.3714047,      24.53,  0.4064873,      47.17,  0.5019832,      35.85,  0.4742362,  0.0120633,  0.1856215,   106
         P49789,       9.52,  0.2094230,      30.61,  0.4209866,      10.88,  0.3691453,      23.81,  0.3268679,      12.93,  0.3244052,      13.61,  0.2596855,       2.04,  0.2568948,  0.1893480, -0.1271906,   147
         P35914,      25.54,  0.2924100,      13.85,  0.3225394,      13.23,  0.2373351,       3.38,  0.1550924,       0.00,  0.1537286,      12.62,  0.2181668,      11.69,  0.2298787,  0.1054348, -0.3040569,   325
         P00367,      30.11,  0.3242257,      25.09,  0.3828712,      11.83,  0.2401696,       1.61,  0.2428601,       4.48,  0.2668802,       9.14,  0.2399183,       1.97,  0.2427925,  0.0735025, -0.1713510,   558
         P28838,      21.00,  0.2890812,      19.46,  0.3616693,       6.55,  0.2652317,       3.85,  0.2411417,       5.59,  0.2668173,       5.20,  0.2230027,       0.58,  0.2302853,  0.1089797, -0.2061474,   519
         P82650,      27.78,  0.3120032,      36.11,  0.4310551,      26.94,  0.3278325,       9.44,  0.2477364,       7.22,  0.2858087,      16.11,  0.2856593,      18.89,  0.3150160,  0.0851870, -0.1216428,   360
         O75648,      12.35,  0.1912261,      14.25,  0.3049362,       7.60,  0.1997956,       6.89,  0.1714352,       6.41,  0.1824850,       7.60,  0.1775599,       7.60,  0.2045731,  0.2027022, -0.1666925,   421
         Q96QE5,      14.17,  0.2529269,      18.06,  0.3434642,      14.44,  0.2600440,       2.78,  0.1500904,       1.67,  0.1446020,      11.67,  0.2203835,       8.33,  0.2285853,  0.1449093, -0.1484867,   360
         O15382,      17.60,  0.2238761,       9.44,  0.2722766,       3.06,  0.1724291,       5.61,  0.1554220,       3.57,  0.1483048,       4.85,  0.1627767,       0.26,  0.1604427,  0.1726813, -0.2251914,   392
         Q14249,      31.31,  0.3468101,      39.73,  0.4464586,      36.70,  0.3431643,       5.05,  0.2433889,      10.44,  0.2893801,      23.23,  0.3357741,      21.21,  0.3341629,  0.0521735, -0.1379940,   297
         P00390,      28.54,  0.3129337,      25.86,  0.3922666,      18.20,  0.2760580,       9.00,  0.2155163,       4.60,  0.2492669,      14.56,  0.2567907,       8.24,  0.2377957,  0.0862790, -0.2342598,   522
         Q9Y2R0,      66.98,  0.5789714,      57.55,  0.5407403,      43.40,  0.4730662,      40.57,  0.3877867,      35.85,  0.4052365,      60.38,  0.5672899,      49.06,  0.4921819, -0.1789744, -0.0829593,   106
         Q96EL2,      12.57,  0.1952107,      17.96,  0.3011808,       0.00,  0.1618531,       4.19,  0.1763714,       0.00,  0.1396021,       9.58,  0.1958331,       0.00,  0.1680330,  0.1996948, -0.1542572,   167
         Q96GJ1,       7.54,  0.1734636,      12.70,  0.2882040,       0.00,  0.2030834,       4.17,  0.1767510,       3.37,  0.1795101,       5.95,  0.1714940,       2.78,  0.1649038,  0.2249489, -0.2001107,   504
         Q8NBN7,      28.10,  0.3079399,      17.22,  0.3716000,      14.20,  0.2712320,       4.23,  0.1988191,       6.34,  0.2404247,       8.16,  0.2370946,      11.48,  0.2711851,  0.0900931, -0.2246924,   331
         Q6P1L8,      25.52,  0.3378710,      11.03,  0.3542092,       0.00,  0.3079582,       8.97,  0.3074303,       8.28,  0.2926004,       4.83,  0.2399574,       0.00,  0.2553447,  0.0612599, -0.1176044,   145
         Q96DB5,      11.78,  0.1712510,      38.85,  0.4147649,      31.53,  0.3323792,       5.73,  0.1773567,       1.91,  0.1630612,      14.65,  0.2486421,      15.29,  0.2512424,  0.2239911, -0.1342573,   314
         P13995,      37.14,  0.4179935,      14.86,  0.3483302,      13.71,  0.3049469,       6.57,  0.2295277,       4.86,  0.2802026,       8.00,  0.2256717,       1.71,  0.2502875, -0.0172575, -0.2415800,   350
         P34897,      20.24,  0.2831406,      19.64,  0.3581015,       8.93,  0.2571807,       7.74,  0.2165881,       5.36,  0.2401832,      11.71,  0.2251533,       5.95,  0.2205279,  0.1164172, -0.1672657,   504
         Q9NWT8,      79.40,  0.7350333,      80.40,  0.6183221,      70.85,  0.6250816,      26.63,  0.3879487,      21.11,  0.4202702,      54.77,  0.5321966,      63.32,  0.5531421, -0.3307901,  0.0394373,   199
         Q53H82,      23.61,  0.2737066,      15.28,  0.3367521,      17.01,  0.2941169,       5.21,  0.2367997,       1.04,  0.2517370,      10.07,  0.2106622,       3.82,  0.2182762,  0.1208815, -0.1286066,   288
         Q5BKU9,      27.89,  0.3772038,      62.59,  0.6262535,      63.27,  0.6344544,      39.46,  0.3987319,      38.78,  0.4709890,      49.66,  0.5197471,      58.50,  0.5045633,  0.0203004, -0.0936424,   147
         Q5T160,      12.28,  0.1788203,      16.61,  0.3153568,       6.92,  0.2308911,       1.73,  0.1458547,       0.87,  0.1506436,       7.27,  0.1839229,       0.69,  0.1624331,  0.2179570, -0.1921477,   578
         P24311,      26.25,  0.2983508,      42.50,  0.4173043,      25.00,  0.2587159,      32.50,  0.3487224,      16.25,  0.2921898,      60.00,  0.5163934,      15.00,  0.3121602,  0.0957426, -0.0652080,    80
         Q8N5N7,      30.38,  0.3177795,      43.67,  0.4773304,      31.65,  0.3737463,       6.96,  0.2484431,       0.00,  0.2371533,      10.13,  0.2841662,      19.62,  0.3231030,  0.0804894, -0.1215285,   158
         P04181,      20.05,  0.2619897,      13.21,  0.2885957,       2.96,  0.1483682,       2.73,  0.1519359,       0.91,  0.1558729,       8.66,  0.1889904,       1.37,  0.1745641,  0.1373599, -0.2305218,   439
         Q7L592,      16.33,  0.2099790,      13.61,  0.3117061,       3.63,  0.2046006,       2.72,  0.1914019,       0.68,  0.1875215,       4.54,  0.1817525,       0.00,  0.1803936,  0.1858332, -0.2130568,   441
         Q8N159,      28.84,  0.3543310,      29.59,  0.4331127,      23.03,  0.3419675,      17.79,  0.2397702,      19.10,  0.2855721,      23.60,  0.3211496,      21.91,  0.3293171,  0.0452181, -0.1923506,   534
         P17152,      16.67,  0.2044867,      14.06,  0.2791240,       8.85,  0.2485289,       7.81,  0.1463177,       0.00,  0.1043134,      16.15,  0.2294276,      10.42,  0.1606116,  0.1900655, -0.2590084,   192
         Q8NCW5,      23.26,  0.3094780,       9.72,  0.3148145,       2.43,  0.2468277,       3.12,  0.2246285,       0.35,  0.2020200,      11.81,  0.2177332,       1.39,  0.2114457,  0.0891106, -0.2295035,   288
         Q9P0J0,      51.39,  0.4985938,      23.61,  0.3675625,      13.89,  0.2761800,      13.89,  0.2301341,      11.11,  0.2211653,      25.00,  0.3691405,      15.97,  0.3271295, -0.1006463, -0.1298348,   144
         O00483,      11.11,  0.1744477,      32.10,  0.3487921,       0.00,  0.2236759,      14.81,  0.2520531,       1.23,  0.1610325,      29.63,  0.3222962,       7.41,  0.2097702,  0.2152487, -0.0972263,    81
         P49590,      23.91,  0.2716287,      19.57,  0.3267488,      10.87,  0.2813087,       2.77,  0.1699362,       1.19,  0.1689448,       6.52,  0.1971454,       1.78,  0.1890673,  0.1272247, -0.2005296,   506
         Q9NTX5,      20.85,  0.2883746,      28.01,  0.3837163,      23.13,  0.3271261,       4.89,  0.2384499,       0.65,  0.2426690,       9.77,  0.2378706,       9.12,  0.2863678,  0.1117361, -0.2066467,   307
         Q8WV60,      14.95,  0.2050257,       9.54,  0.3045898,       6.70,  0.2488768,       3.87,  0.1101998,       0.26,  0.1108523,       7.22,  0.1794112,       2.84,  0.1516798,  0.1905621, -0.2033547,   388
         Q96DP5,      31.36,  0.3467903,      35.48,  0.3939503,      30.85,  0.3464133,       5.91,  0.2402174,       2.31,  0.2431921,      14.40,  0.2541328,      20.05,  0.3041161,  0.0518350, -0.1299813,   389
         Q9UBQ7,      28.05,  0.3474053,      17.07,  0.3292988,       7.93,  0.2655698,       4.88,  0.2139305,       3.05,  0.2253571,       7.93,  0.2083180,       3.96,  0.2207183,  0.0519621, -0.2579482,   328
         Q5JPH6,      32.12,  0.3437491,      37.67,  0.4183606,      39.58,  0.3815462,      15.11,  0.2435615,      12.24,  0.2570405,      18.93,  0.2898846,      24.67,  0.3223570,  0.0532761, -0.1589187,   523
         Q6P1X6,      23.15,  0.3111984,      25.46,  0.4081842,      14.35,  0.3301329,       9.72,  0.2308056,       4.17,  0.2083034,      18.52,  0.2852516,       5.56,  0.2406237,  0.0868536, -0.1535022,   216
         Q9BQC6,      34.31,  0.4549920,      15.69,  0.3844531,       0.00,  0.3359208,       7.84,  0.3061000,       0.00,  0.2662245,      21.57,  0.3700319,       0.00,  0.2969669, -0.0580809,  0.0741687,   102
         Q8NE62,      34.68,  0.3688653,      21.04,  0.3605340,       8.42,  0.2537126,       6.57,  0.2560893,       8.92,  0.2870227,       7.74,  0.2221544,       0.84,  0.2491109,  0.0306247, -0.1538351,   594
         Q9Y5J6,      34.95,  0.4360701,      38.83,  0.4674653,      33.01,  0.4173709,      16.50,  0.2082951,      17.48,  0.2891837,      33.98,  0.4270794,      21.36,  0.3046823, -0.0354224, -0.1630776,   103
         P50440,      15.37,  0.2117640,      10.64,  0.3105396,      10.17,  0.2128173,       3.78,  0.2188789,       3.07,  0.2313366,       7.80,  0.1769854,       0.95,  0.1915842,  0.1860263, -0.1262921,   423
         Q9Y3B8,      25.74,  0.3291881,      46.84,  0.4798336,      28.27,  0.4314556,       7.59,  0.2772384,       5.91,  0.2905978,      25.32,  0.3511916,      24.47,  0.3599175,  0.0698354, -0.0997442,   237
         O43676,      37.76,  0.3739570,      29.59,  0.4086574,      19.39,  0.2099138,      21.43,  0.3039551,       9.18,  0.2477674,      31.63,  0.3860977,      19.39,  0.2867391,  0.0201302, -0.0129454,    98
         Q9BZJ4,      18.11,  0.2186505,      19.78,  0.2826612,      15.32,  0.1803261,       3.62,  0.1230033,       0.56,  0.1162142,      11.42,  0.1930876,       5.57,  0.1556029,  0.1765782, -0.2819120,   359
         Q9Y3B1,      31.44,  0.4024298,      30.93,  0.4230193,       0.00,  0.2927673,       9.79,  0.3376629,       8.25,  0.3674228,      12.37,  0.2839042,       2.06,  0.3024065,  0.0004848, -0.1700565,   194
         Q9NRP4,      41.60,  0.4635754,      50.40,  0.5543632,      54.40,  0.5243649,      29.60,  0.4230304,      23.20,  0.4043933,      32.00,  0.4357567,      27.20,  0.3801866, -0.0650574,  0.0318990,   125
         Q8N413,      19.10,  0.2210031,      13.89,  0.2631371,       5.90,  0.1345560,       9.03,  0.1531171,       4.17,  0.1359084,       8.33,  0.1913952,       5.56,  0.1607601,  0.1734856, -0.2743021,   288
         Q8N8R3,      14.52,  0.2129087,      11.22,  0.2877680,       8.91,  0.1834058,       6.93,  0.1424763,       3.63,  0.1430128,       8.58,  0.1857390,       8.58,  0.1925517,  0.1834984, -0.3054844,   303
         Q9BQT8,       7.02,  0.1392835,       7.02,  0.2352132,       2.34,  0.1119300,       2.68,  0.1067425,       0.00,  0.0853135,       7.69,  0.1633300,       2.34,  0.1216471,  0.2540034, -0.2595728,   299
         P42126,      23.84,  0.2886668,      25.50,  0.3646918,      22.52,  0.3399889,       5.30,  0.1881070,       0.66,  0.1778653,      13.58,  0.2488612,      13.58,  0.2680302,  0.1103453, -0.2600549,   302
         Q9NQH7,      30.77,  0.3390096,      23.47,  0.3743638,      19.72,  0.3215929,      10.65,  0.2736016,       6.51,  0.2856384,       6.11,  0.2261853,      11.24,  0.3033984,  0.0606539, -0.1544012,   507
         P82912,      26.29,  0.3984454,      29.38,  0.4347965,       0.00,  0.3343862,      16.49,  0.3600959,      21.65,  0.4296350,      14.95,  0.3074691,       8.25,  0.3217404,  0.0048662, -0.0897228,   194
         Q86Y79,      37.85,  0.4385903,      29.91,  0.4504007,      38.32,  0.4588550,      12.15,  0.2806241,       6.54,  0.3185030,      23.36,  0.3291375,      26.17,  0.3793520, -0.0366406, -0.1795977,   214
         Q86SX6,      33.12,  0.3152519,      38.85,  0.4480411,      40.76,  0.3795881,       8.92,  0.2635663,       3.18,  0.2706456,      33.12,  0.3713829,      21.66,  0.2781481,  0.0817935, -0.1786752,   157
         Q9H9B4,      34.16,  0.3159461,      12.73,  0.2759012,       0.00,  0.1676379,       5.59,  0.1883062,       1.86,  0.1941278,       7.14,  0.1960060,       2.80,  0.1950480,  0.0776059, -0.2519306,   322
         P25874,       7.17,  0.1639312,       9.77,  0.2733727,       0.00,  0.1542103,       3.26,  0.1419472,       0.00,  0.1471729,       8.79,  0.1832863,       1.95,  0.1516183,  0.2317686, -0.2927697,   307
         Q330K2,      17.72,  0.2311054,      21.02,  0.3356883,       7.51,  0.2246827,       1.80,  0.1550072,       0.60,  0.1659287,       5.11,  0.1952117,       0.90,  0.1804902,  0.1653822, -0.1217961,   333
         Q53FZ2,      10.92,  0.1677118,      26.96,  0.3554124,      11.43,  0.2412742,       3.41,  0.2362969,       3.07,  0.2418610,       5.46,  0.1977965,       6.14,  0.2400588,  0.2271077, -0.1181133,   586
         P16260,      11.75,  0.1525092,      13.25,  0.2801260,       5.72,  0.1686878,       4.22,  0.1165184,       1.51,  0.0946876,      11.14,  0.1887991,       7.83,  0.1668880,  0.2385437, -0.2628484,   332
         Q5T2R2,      18.31,  0.2499678,      28.92,  0.3965212,      14.94,  0.3081895,       9.64,  0.2355246,       8.92,  0.2479364,      17.35,  0.2833370,      11.33,  0.2869128,  0.1486340, -0.1450758,   415
         O95167,      34.52,  0.3564138,      39.29,  0.4302629,      34.52,  0.3520233,      35.71,  0.3157917,      22.62,  0.2616043,      36.90,  0.3845221,      35.71,  0.3501031,  0.0406236, -0.2378964,    84
         Q9NZE8,      30.32,  0.4085529,      25.00,  0.3920926,      13.30,  0.3512913,       6.91,  0.2244772,       0.00,  0.2073774,      21.28,  0.3412670,       1.06,  0.2622946, -0.0088319,  0.0278092,   188
         O43677,      53.95,  0.4436172,      50.00,  0.5118375,      36.84,  0.3826471,      13.16,  0.2600237,       0.00,  0.1902839,      56.58,  0.5319770,      39.47,  0.3867311, -0.0472837, -0.1025458,    76
         Q9P0S9,      10.71,  0.1644958,       9.82,  0.2560076,       0.00,  0.0727482,       7.14,  0.0880277,       0.00,  0.0250525,      16.07,  0.2459753,       3.57,  0.1299265,  0.2275284, -0.4281572,   112
         Q96AQ8,      47.91,  0.4490408,      62.12,  0.5606619,      57.94,  0.5424640,       5.29,  0.2244306,       5.57,  0.2592430,      38.16,  0.4002873,      41.23,  0.4060213, -0.0494663, -0.1616317,   359
         Q8NC60,      37.11,  0.3801581,      37.68,  0.4728051,      36.10,  0.4234641,      22.64,  0.3072135,      23.21,  0.3627781,      27.36,  0.3391049,      29.94,  0.3809208,  0.0182211, -0.1043374,   698
         Q9BUB7,      21.15,  0.2521527,      26.54,  0.3542721,      24.23,  0.2738463,       9.23,  0.1724393,       4.23,  0.1505647,      19.62,  0.2943743,      18.46,  0.2496080,  0.1426657, -0.2328381,   260
         P54819,      41.84,  0.4177523,      43.51,  0.4715748,      30.13,  0.4420671,      15.48,  0.3003641,      15.48,  0.3435558,      25.10,  0.3289450,      27.62,  0.3840432, -0.0179812, -0.1726220,   239
         Q9HC36,      38.81,  0.3782720,      29.52,  0.4112337,      26.19,  0.3596486,      14.52,  0.2561957,      11.19,  0.3006702,      22.14,  0.2865382,      20.48,  0.3320931,  0.0199093, -0.1334885,   420
         Q92667,      56.70,  0.5132794,      62.46,  0.6154921,      61.46,  0.5705208,      34.99,  0.3619289,      43.85,  0.4446315,      48.06,  0.4781301,      55.70,  0.4973304, -0.1137369, -0.1126008,   903
         Q12887,      25.73,  0.2672243,      24.60,  0.3239516,      19.41,  0.2680247,      13.54,  0.1645777,       8.13,  0.1690097,      17.61,  0.2491370,      21.44,  0.2403207,  0.1256297, -0.2677866,   443
         Q96EY7,      22.50,  0.2880743,      18.72,  0.3602831,      13.35,  0.2838604,       8.42,  0.2071902,       7.55,  0.2258947,      10.60,  0.2245945,       9.87,  0.2649829,  0.1095597, -0.1403201,   689
         O43715,      19.74,  0.2539373,      47.37,  0.5091184,      36.84,  0.4466535,      26.32,  0.3547644,      19.74,  0.3457357,      34.21,  0.4078148,      28.95,  0.3863374,  0.1421900,  0.0565628,    76
         Q9NZJ7,      27.51,  0.3058229,      37.79,  0.4335916,      30.85,  0.3445111,      19.28,  0.2376695,      20.31,  0.2582726,      28.28,  0.3486030,      26.74,  0.3214116,  0.0898813, -0.2670514,   389
         Q14197,      43.20,  0.4820239,      47.09,  0.5076606,      25.24,  0.4470653,      29.13,  0.3958142,      35.44,  0.4294577,      30.10,  0.3913605,      26.21,  0.4422304, -0.0795972,  0.0521856,   206
         Q96DV4,      36.05,  0.3670338,      39.74,  0.4268998,      30.26,  0.3626528,      14.74,  0.2904367,       8.95,  0.2905345,      13.68,  0.2841784,       5.26,  0.2765138,  0.0306110, -0.0502798,   380
         Q6P161,      42.03,  0.4428203,      46.38,  0.4865846,      52.90,  0.4686804,       9.42,  0.3554065,      16.67,  0.3884175,      30.43,  0.3684148,      33.33,  0.4183874, -0.0405619,  0.0269670,   138
         P61604,      25.49,  0.3074450,      35.29,  0.4270724,      38.24,  0.4352229,       4.90,  0.2564628,       0.00,  0.1934803,      20.59,  0.3048156,       0.98,  0.2482127,  0.0909387, -0.2303424,   102
         P14735,      18.06,  0.2404520,      16.39,  0.3265643,       5.79,  0.2393186,       3.53,  0.1857177,       3.04,  0.1975270,       3.43,  0.1784772,       0.79,  0.1881230,  0.1564098, -0.1246447,  1019
         Q96Q11,      14.52,  0.2683173,      16.82,  0.3564939,       4.38,  0.2422296,       3.92,  0.2135518,       1.38,  0.2279482,       7.14,  0.2201433,       0.00,  0.2144090,  0.1289684, -0.1130187,   434
         Q9H1K4,      10.16,  0.1663657,      14.29,  0.2929193,       9.52,  0.2092288,       7.62,  0.1268381,       3.49,  0.1202879,      14.29,  0.2173782,       7.62,  0.1539649,  0.2303458, -0.2997775,   315
         Q9H0C2,      12.38,  0.1668929,      17.78,  0.2877581,       8.89,  0.1508711,       3.49,  0.1200601,       0.95,  0.0971113,      10.16,  0.1987865,       5.08,  0.1702466,  0.2259013, -0.1807771,   315
         Q9H936,      13.31,  0.2290699,      21.98,  0.3251421,      11.15,  0.2032064,       8.05,  0.1565467,       4.95,  0.1636146,      14.24,  0.2298697,       8.36,  0.1840406,  0.1684671, -0.2746986,   323
         Q9Y5U8,       4.59,  0.1602417,      18.35,  0.2782636,       0.00,  0.1238438,       9.17,  0.1429945,       0.00,  0.0908721,      23.85,  0.2701426,       4.59,  0.1570857,  0.2317059, -0.1982799,   109
         Q6NUK1,      15.72,  0.2319075,      14.68,  0.3151768,      11.95,  0.2466271,       1.47,  0.1896181,       0.21,  0.1822372,       4.19,  0.1916341,       0.42,  0.1850956,  0.1631640, -0.1928919,   477
         O60220,      32.99,  0.3836367,      50.52,  0.4986388,      31.96,  0.4613184,      20.62,  0.3104980,      12.37,  0.3246283,      34.02,  0.4065726,      22.68,  0.3206624,  0.0211034, -0.0669886,    97
         Q96BP2,      54.24,  0.5344966,      83.05,  0.6688233,      72.88,  0.6548019,      27.12,  0.3916270,      29.66,  0.4151882,      47.46,  0.5189209,      58.47,  0.5306430, -0.1323083,  0.0527977,   118
         P30837,      23.40,  0.3057571,      20.12,  0.3404064,      17.60,  0.2613591,       4.64,  0.2096942,       4.26,  0.2371065,       8.12,  0.2147987,       0.97,  0.2179605,  0.0904427, -0.1812878,   517
         Q9H0U6,      44.44,  0.4236329,      31.67,  0.4170213,      21.67,  0.3325064,      15.56,  0.2685950,      10.00,  0.2901441,      23.33,  0.3242874,      12.78,  0.2872801, -0.0228685, -0.0983139,   180
         Q8N4Q0,      13.79,  0.2234388,       9.28,  0.3192749,       0.00,  0.2108261,       1.86,  0.1475785,       0.00,  0.1597889,       5.04,  0.1733354,       1.06,  0.1705695,  0.1741511, -0.2990069,   377
         P39210,       0.00,  0.1081326,      10.23,  0.2131548,       0.00,  0.0958422,       1.14,  0.0839073,       0.00,  0.0559815,       9.09,  0.1876612,       0.00,  0.1081396,  0.2814245, -0.2859674,   176
         P35270,      34.10,  0.3375398,      46.74,  0.4483060,      53.64,  0.4249446,       9.20,  0.1895675,       3.45,  0.1992202,      10.34,  0.2863153,       3.83,  0.2434915,  0.0602254, -0.2563567,   261
         P10176,      43.48,  0.4341425,      56.52,  0.4080294,      33.33,  0.3829904,      11.59,  0.2327043,       0.00,  0.1410345,      47.83,  0.5020486,      40.58,  0.3501582, -0.0358517, -0.3109805,    69
         P52758,      40.88,  0.3750596,      21.90,  0.3362364,       0.00,  0.1294360,       7.30,  0.1989482,       0.00,  0.1747829,      18.25,  0.2891802,       1.46,  0.2290346,  0.0199032, -0.2866109,   137
         Q9UL12,      19.50,  0.2715469,      19.06,  0.3519480,       6.75,  0.2371687,       8.71,  0.2292687,       7.30,  0.2595591,       8.82,  0.2055332,       8.71,  0.2591705,  0.1273221, -0.1790351,   918
         P51687,      29.54,  0.3406518,      27.16,  0.3792325,      12.48,  0.2758505,      12.66,  0.2938882,      14.13,  0.3492355,       6.24,  0.2261802,       5.87,  0.2648649,  0.0589536, -0.1336347,   545
         Q6P087,      30.48,  0.3567037,      53.28,  0.5037803,      57.83,  0.4949990,      11.40,  0.2781238,      11.68,  0.3248745,      21.65,  0.3119831,      25.36,  0.3784108,  0.0415545, -0.1522772,   351
         Q96I59,      13.21,  0.2351273,      25.16,  0.3483129,      16.56,  0.2971195,       1.05,  0.1831787,       0.63,  0.1782289,       6.71,  0.1922041,       0.00,  0.1895086,  0.1641073, -0.1947964,   477
